Threads,32,64,128,256,512,1024,2048,4096
1,4.43275e+06,1.18948e+07,1.69705e+07,3.53103e+07,6.72092e+07,7.91406e+07,2.80894e+08,4.83703e+08
2,7552.76,15085.3,30681.2,62693.4,123258,246777,491944,987516
4,2862.11,5731.99,11376.2,22931.1,45829.8,92299.2,182501,368710
8,1715.91,3449.34,6904.58,13788.5,27505.1,55031.8,109945,220363
16,950.708,1900.48,3799.24,7610.43,15215.2,30383.6,60809.1,121169
32,516.471,1030.93,2060.78,4125.76,8268.16,16457.1,33061.4,65997.8
